C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_05_700.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_05_700.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_05_700.jpg, 0, 0, 0, 8.002325E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_05_803.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_05_803.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_05_803.jpg, 0, 0, 0, 7.789837E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_05_907.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_05_907.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_05_907.jpg, 0, 0, 0, 8.169196E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_06_008.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_06_008.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_06_008.jpg, 0, 0, 0, 8.045655E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_06_109.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_06_109.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_06_109.jpg, 0, 0, 0, 8.080455E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_06_209.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_06_209.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_06_209.jpg, 0, 0, 0, 7.989978E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_06_312.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_06_312.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_06_312.jpg, 0, 0, 0, 7.92821E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_06_413.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_06_413.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_06_413.jpg, 0, 0, 0, 7.899872E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_06_515.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_06_515.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_06_515.jpg, 0, 0, 0, 7.789639E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_06_618.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_06_618.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_06_618.jpg, 0, 0, 0, 7.820319E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_06_719.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_06_719.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_06_719.jpg, 0, 0, 0, 7.730111E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_06_822.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_06_822.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_06_822.jpg, 0, 0, 0, 7.836018E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_06_924.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_06_924.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_06_924.jpg, 0, 0, 0, 7.793844E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_07_025.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_07_025.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_07_025.jpg, 0, 0, 0, 7.860114E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_07_126.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_07_126.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_07_126.jpg, 0, 0, 0, 7.819883E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_07_227.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_07_227.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_07_227.jpg, 0, 0, 0, 8.068598E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_07_329.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_07_329.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_07_329.jpg, 0, 0, 0, 7.7975E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_07_432.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_07_432.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_07_432.jpg, 0, 0, 0, 7.827648E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_07_533.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_07_533.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_07_533.jpg, 0, 0, 0, 7.836592E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_07_636.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_07_636.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_07_636.jpg, 0, 0, 0, 7.819243E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_07_738.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_07_738.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_07_738.jpg, 0, 0, 0, 8.087287E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_07_841.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_07_841.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_07_841.jpg, 0, 0, 0, 7.833242E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_07_943.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_07_943.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_07_943.jpg, 0, 0, 0, 8.153572E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_08_046.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_08_046.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_08_046.jpg, 0, 0, 0, 7.854035E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_08_146.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_08_146.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_08_146.jpg, 0, 0, 0, 7.873282E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_08_249.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_08_249.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_08_249.jpg, 0, 0, 0, 7.773539E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_08_350.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_08_350.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_08_350.jpg, 0, 0, 0, 7.764592E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_08_450.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_08_450.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_08_450.jpg, 0, 0, 0, 7.808338E-05
C:\Users\NU\Desktop\data\IMG\center_2019_12_23_15_59_08_554.jpg, C:\Users\NU\Desktop\data\IMG\left_2019_12_23_15_59_08_554.jpg, C:\Users\NU\Desktop\data\IMG\right_2019_12_23_15_59_08_554.jpg, 0, 0, 0, 8.277999E-05
